ISO 8601 Time,Dissolved Oxygen (mg/l),Dissolved Oxygen (%),DO Temperature (C),latitude_stop,longitude_stop,latitude_start,longitude_start,depth_stop,depth_start
2020-07-12T13:02:12.000,1.25,10.58,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T13:17:12.000,1.39,11.79,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T13:32:12.000,1.37,11.6,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T13:47:12.000,1.38,11.67,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T14:02:12.000,1.37,11.59,8.19,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T14:17:12.000,1.33,11.26,8.19,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T14:32:12.000,1.32,11.2,8.19,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T14:47:12.000,1.29,10.91,8.19,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T15:02:12.000,1.27,10.81,8.18,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T15:17:12.000,1.28,10.89,8.18,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T15:32:12.000,1.28,10.85,8.18,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T15:47:12.000,1.3,10.98,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T16:02:12.000,1.32,11.23,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T16:17:12.000,1.37,11.61,8.16,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T16:32:12.000,1.41,11.95,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T16:47:12.000,1.45,12.26,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T17:02:12.000,1.48,12.54,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T17:17:12.000,1.52,12.91,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T17:32:12.000,1.54,13.04,8.14,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T17:47:12.000,1.57,13.27,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T18:02:12.000,1.57,13.26,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T18:17:12.000,1.57,13.33,8.13,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T18:32:12.000,1.6,13.51,8.12,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
2020-07-12T18:47:12.000,1.56,13.23,8.12,44.696818,-124.106675,44.695115,-124.10666200000001,-38.99,-36.17
